sku,name,description,price,cost,stock_quantity,vendor_category,vendor_subcategory_1,vendor_subcategory_2
"DEMO-000618","Demo Product 618 - Sports & Outdoors","This is demo product number 618 in the Sports & Outdoors category.","258.94","450.06","74","Sports & Outdoors","Fitness",""
"DEMO-000619","Demo Product 619 - Books & Media","This is demo product number 619 in the Books & Media category.","578.87","223.26","672","Books & Media","Non-Fiction",""
"DEMO-000620","Demo Product 620 - Electronics","This is demo product number 620 in the Electronics category.","701.58","103.87","59","Electronics","Tablets",""
"DEMO-000621","Demo Product 621 - Clothing","This is demo product number 621 in the Clothing category.","826.47","38.58","256","Clothing","Men",""
"DEMO-000622","Demo Product 622 - Home & Garden","This is demo product number 622 in the Home & Garden category.","742.43","259.86","985","Home & Garden","Decor",""
"DEMO-000623","Demo Product 623 - Sports & Outdoors","This is demo product number 623 in the Sports & Outdoors category.","93.08","436.04","19","Sports & Outdoors","Cycling",""
"DEMO-000624","Demo Product 624 - Books & Media","This is demo product number 624 in the Books & Media category.","125.24","291.61","420","Books & Media","Fiction",""
"DEMO-000625","Demo Product 625 - Electronics","This is demo product number 625 in the Electronics category.","614.18","255.77","608","Electronics","Laptops",""
"DEMO-000626","Demo Product 626 - Clothing","This is demo product number 626 in the Clothing category.","936.94","158.98","196","Clothing","Kids",""
"DEMO-000627","Demo Product 627 - Home & Garden","This is demo product number 627 in the Home & Garden category.","776.73","440.02","512","Home & Garden","Furniture",""
"DEMO-000628","Demo Product 628 - Sports & Outdoors","This is demo product number 628 in the Sports & Outdoors category.","939.28","21.07","460","Sports & Outdoors","Camping",""
"DEMO-000629","Demo Product 629 - Books & Media","This is demo product number 629 in the Books & Media category.","202.72","276.23","781","Books & Media","Educational",""
"DEMO-000630","Demo Product 630 - Electronics","This is demo product number 630 in the Electronics category.","295.38","353.26","686","Electronics","Smartphones",""
"DEMO-000631","Demo Product 631 - Clothing","This is demo product number 631 in the Clothing category.","234.52","497.11","831","Clothing","Women",""
"DEMO-000632","Demo Product 632 - Home & Garden","This is demo product number 632 in the Home & Garden category.","564.34","243.74","351","Home & Garden","Kitchen",""
"DEMO-000633","Demo Product 633 - Sports & Outdoors","This is demo product number 633 in the Sports & Outdoors category.","347.32","117.80","523","Sports & Outdoors","Fitness",""
"DEMO-000634","Demo Product 634 - Books & Media","This is demo product number 634 in the Books & Media category.","641.16","352.49","382","Books & Media","Non-Fiction",""
"DEMO-000635","Demo Product 635 - Electronics","This is demo product number 635 in the Electronics category.","554.03","462.69","416","Electronics","Tablets",""
"DEMO-000636","Demo Product 636 - Clothing","This is demo product number 636 in the Clothing category.","207.43","454.85","298","Clothing","Men",""
"DEMO-000637","Demo Product 637 - Home & Garden","This is demo product number 637 in the Home & Garden category.","822.54","69.60","391","Home & Garden","Decor",""
"DEMO-000638","Demo Product 638 - Sports & Outdoors","This is demo product number 638 in the Sports & Outdoors category.","849.98","476.75","901","Sports & Outdoors","Cycling",""
"DEMO-000639","Demo Product 639 - Books & Media","This is demo product number 639 in the Books & Media category.","279.92","238.43","147","Books & Media","Fiction",""
"DEMO-000640","Demo Product 640 - Electronics","This is demo product number 640 in the Electronics category.","836.90","73.12","896","Electronics","Laptops",""
"DEMO-000641","Demo Product 641 - Clothing","This is demo product number 641 in the Clothing category.","236.57","180.47","133","Clothing","Kids",""
"DEMO-000642","Demo Product 642 - Home & Garden","This is demo product number 642 in the Home & Garden category.","297.11","44.33","839","Home & Garden","Furniture",""
"DEMO-000643","Demo Product 643 - Sports & Outdoors","This is demo product number 643 in the Sports & Outdoors category.","218.67","228.97","928","Sports & Outdoors","Camping",""
"DEMO-000644","Demo Product 644 - Books & Media","This is demo product number 644 in the Books & Media category.","473.52","127.53","120","Books & Media","Educational",""
"DEMO-000645","Demo Product 645 - Electronics","This is demo product number 645 in the Electronics category.","315.58","136.28","533","Electronics","Smartphones",""
"DEMO-000646","Demo Product 646 - Clothing","This is demo product number 646 in the Clothing category.","922.61","450.00","129","Clothing","Women",""
"DEMO-000647","Demo Product 647 - Home & Garden","This is demo product number 647 in the Home & Garden category.","599.59","165.39","50","Home & Garden","Kitchen",""
"DEMO-000648","Demo Product 648 - Sports & Outdoors","This is demo product number 648 in the Sports & Outdoors category.","872.10","351.53","925","Sports & Outdoors","Fitness",""
"DEMO-000649","Demo Product 649 - Books & Media","This is demo product number 649 in the Books & Media category.","366.37","241.75","643","Books & Media","Non-Fiction",""
"DEMO-000650","Demo Product 650 - Electronics","This is demo product number 650 in the Electronics category.","347.28","60.17","361","Electronics","Tablets",""
"DEMO-000651","Demo Product 651 - Clothing","This is demo product number 651 in the Clothing category.","904.98","130.34","431","Clothing","Men",""
"DEMO-000652","Demo Product 652 - Home & Garden","This is demo product number 652 in the Home & Garden category.","42.94","280.47","715","Home & Garden","Decor",""
"DEMO-000653","Demo Product 653 - Sports & Outdoors","This is demo product number 653 in the Sports & Outdoors category.","300.69","374.57","919","Sports & Outdoors","Cycling",""
"DEMO-000654","Demo Product 654 - Books & Media","This is demo product number 654 in the Books & Media category.","651.67","302.45","451","Books & Media","Fiction",""
"DEMO-000655","Demo Product 655 - Electronics","This is demo product number 655 in the Electronics category.","469.50","68.69","681","Electronics","Laptops",""
"DEMO-000656","Demo Product 656 - Clothing","This is demo product number 656 in the Clothing category.","383.32","424.19","460","Clothing","Kids",""
"DEMO-000657","Demo Product 657 - Home & Garden","This is demo product number 657 in the Home & Garden category.","809.26","422.30","574","Home & Garden","Furniture",""
"DEMO-000658","Demo Product 658 - Sports & Outdoors","This is demo product number 658 in the Sports & Outdoors category.","579.97","137.36","577","Sports & Outdoors","Camping",""
"DEMO-000659","Demo Product 659 - Books & Media","This is demo product number 659 in the Books & Media category.","460.76","435.03","468","Books & Media","Educational",""
"DEMO-000660","Demo Product 660 - Electronics","This is demo product number 660 in the Electronics category.","180.41","217.23","573","Electronics","Smartphones",""
"DEMO-000661","Demo Product 661 - Clothing","This is demo product number 661 in the Clothing category.","585.52","188.01","850","Clothing","Women",""
"DEMO-000662","Demo Product 662 - Home & Garden","This is demo product number 662 in the Home & Garden category.","72.77","274.50","290","Home & Garden","Kitchen",""
"DEMO-000663","Demo Product 663 - Sports & Outdoors","This is demo product number 663 in the Sports & Outdoors category.","606.86","314.97","380","Sports & Outdoors","Fitness",""
"DEMO-000664","Demo Product 664 - Books & Media","This is demo product number 664 in the Books & Media category.","140.55","485.48","994","Books & Media","Non-Fiction",""
"DEMO-000665","Demo Product 665 - Electronics","This is demo product number 665 in the Electronics category.","472.66","29.66","337","Electronics","Tablets",""
"DEMO-000666","Demo Product 666 - Clothing","This is demo product number 666 in the Clothing category.","558.89","163.17","441","Clothing","Men",""
"DEMO-000667","Demo Product 667 - Home & Garden","This is demo product number 667 in the Home & Garden category.","179.59","313.86","561","Home & Garden","Decor",""
"DEMO-000668","Demo Product 668 - Sports & Outdoors","This is demo product number 668 in the Sports & Outdoors category.","485.89","398.27","901","Sports & Outdoors","Cycling",""
"DEMO-000669","Demo Product 669 - Books & Media","This is demo product number 669 in the Books & Media category.","461.67","312.83","744","Books & Media","Fiction",""
"DEMO-000670","Demo Product 670 - Electronics","This is demo product number 670 in the Electronics category.","62.35","94.56","794","Electronics","Laptops",""
"DEMO-000671","Demo Product 671 - Clothing","This is demo product number 671 in the Clothing category.","496.29","92.80","258","Clothing","Kids",""
"DEMO-000672","Demo Product 672 - Home & Garden","This is demo product number 672 in the Home & Garden category.","612.75","323.35","78","Home & Garden","Furniture",""
"DEMO-000673","Demo Product 673 - Sports & Outdoors","This is demo product number 673 in the Sports & Outdoors category.","39.00","361.67","327","Sports & Outdoors","Camping",""
"DEMO-000674","Demo Product 674 - Books & Media","This is demo product number 674 in the Books & Media category.","645.75","190.52","921","Books & Media","Educational",""
"DEMO-000675","Demo Product 675 - Electronics","This is demo product number 675 in the Electronics category.","929.01","400.72","747","Electronics","Smartphones",""
"DEMO-000676","Demo Product 676 - Clothing","This is demo product number 676 in the Clothing category.","171.38","118.91","125","Clothing","Women",""
"DEMO-000677","Demo Product 677 - Home & Garden","This is demo product number 677 in the Home & Garden category.","551.98","158.22","520","Home & Garden","Kitchen",""
"DEMO-000678","Demo Product 678 - Sports & Outdoors","This is demo product number 678 in the Sports & Outdoors category.","327.00","314.51","86","Sports & Outdoors","Fitness",""
"DEMO-000679","Demo Product 679 - Books & Media","This is demo product number 679 in the Books & Media category.","293.87","32.37","836","Books & Media","Non-Fiction",""
"DEMO-000680","Demo Product 680 - Electronics","This is demo product number 680 in the Electronics category.","743.23","353.80","395","Electronics","Tablets",""
"DEMO-000681","Demo Product 681 - Clothing","This is demo product number 681 in the Clothing category.","673.18","329.37","686","Clothing","Men",""
"DEMO-000682","Demo Product 682 - Home & Garden","This is demo product number 682 in the Home & Garden category.","166.32","243.73","444","Home & Garden","Decor",""
"DEMO-000683","Demo Product 683 - Sports & Outdoors","This is demo product number 683 in the Sports & Outdoors category.","291.75","238.24","284","Sports & Outdoors","Cycling",""
"DEMO-000684","Demo Product 684 - Books & Media","This is demo product number 684 in the Books & Media category.","417.03","15.54","386","Books & Media","Fiction",""
"DEMO-000685","Demo Product 685 - Electronics","This is demo product number 685 in the Electronics category.","946.34","55.60","525","Electronics","Laptops",""
"DEMO-000686","Demo Product 686 - Clothing","This is demo product number 686 in the Clothing category.","55.42","363.74","284","Clothing","Kids",""
"DEMO-000687","Demo Product 687 - Home & Garden","This is demo product number 687 in the Home & Garden category.","581.83","363.96","511","Home & Garden","Furniture",""
"DEMO-000688","Demo Product 688 - Sports & Outdoors","This is demo product number 688 in the Sports & Outdoors category.","284.60","426.33","733","Sports & Outdoors","Camping",""
"DEMO-000689","Demo Product 689 - Books & Media","This is demo product number 689 in the Books & Media category.","954.33","244.34","993","Books & Media","Educational",""
"DEMO-000690","Demo Product 690 - Electronics","This is demo product number 690 in the Electronics category.","867.62","366.19","513","Electronics","Smartphones",""
"DEMO-000691","Demo Product 691 - Clothing","This is demo product number 691 in the Clothing category.","591.01","305.26","253","Clothing","Women",""
"DEMO-000692","Demo Product 692 - Home & Garden","This is demo product number 692 in the Home & Garden category.","950.46","105.54","376","Home & Garden","Kitchen",""
"DEMO-000693","Demo Product 693 - Sports & Outdoors","This is demo product number 693 in the Sports & Outdoors category.","27.50","78.72","749","Sports & Outdoors","Fitness",""
"DEMO-000694","Demo Product 694 - Books & Media","This is demo product number 694 in the Books & Media category.","744.52","277.37","407","Books & Media","Non-Fiction",""
"DEMO-000695","Demo Product 695 - Electronics","This is demo product number 695 in the Electronics category.","767.74","108.73","535","Electronics","Tablets",""
"DEMO-000696","Demo Product 696 - Clothing","This is demo product number 696 in the Clothing category.","683.89","195.39","569","Clothing","Men",""
"DEMO-000697","Demo Product 697 - Home & Garden","This is demo product number 697 in the Home & Garden category.","967.74","141.50","382","Home & Garden","Decor",""
"DEMO-000698","Demo Product 698 - Sports & Outdoors","This is demo product number 698 in the Sports & Outdoors category.","1006.14","98.61","663","Sports & Outdoors","Cycling",""
"DEMO-000699","Demo Product 699 - Books & Media","This is demo product number 699 in the Books & Media category.","752.31","330.94","85","Books & Media","Fiction",""
"DEMO-000700","Demo Product 700 - Electronics","This is demo product number 700 in the Electronics category.","225.68","353.88","407","Electronics","Laptops",""
"DEMO-000701","Demo Product 701 - Clothing","This is demo product number 701 in the Clothing category.","702.80","274.98","44","Clothing","Kids",""
"DEMO-000702","Demo Product 702 - Home & Garden","This is demo product number 702 in the Home & Garden category.","40.06","31.79","160","Home & Garden","Furniture",""
"DEMO-000703","Demo Product 703 - Sports & Outdoors","This is demo product number 703 in the Sports & Outdoors category.","836.26","462.56","91","Sports & Outdoors","Camping",""
"DEMO-000704","Demo Product 704 - Books & Media","This is demo product number 704 in the Books & Media category.","975.50","252.32","404","Books & Media","Educational",""
"DEMO-000705","Demo Product 705 - Electronics","This is demo product number 705 in the Electronics category.","498.87","128.91","708","Electronics","Smartphones",""
"DEMO-000706","Demo Product 706 - Clothing","This is demo product number 706 in the Clothing category.","992.93","418.61","987","Clothing","Women",""
"DEMO-000707","Demo Product 707 - Home & Garden","This is demo product number 707 in the Home & Garden category.","861.23","363.32","499","Home & Garden","Kitchen",""
"DEMO-000708","Demo Product 708 - Sports & Outdoors","This is demo product number 708 in the Sports & Outdoors category.","360.62","255.39","803","Sports & Outdoors","Fitness",""
"DEMO-000709","Demo Product 709 - Books & Media","This is demo product number 709 in the Books & Media category.","883.65","137.66","715","Books & Media","Non-Fiction",""
"DEMO-000710","Demo Product 710 - Electronics","This is demo product number 710 in the Electronics category.","183.08","34.82","14","Electronics","Tablets",""
"DEMO-000711","Demo Product 711 - Clothing","This is demo product number 711 in the Clothing category.","597.18","497.95","794","Clothing","Men",""
"DEMO-000712","Demo Product 712 - Home & Garden","This is demo product number 712 in the Home & Garden category.","919.96","458.97","696","Home & Garden","Decor",""
"DEMO-000713","Demo Product 713 - Sports & Outdoors","This is demo product number 713 in the Sports & Outdoors category.","451.14","287.95","57","Sports & Outdoors","Cycling",""
"DEMO-000714","Demo Product 714 - Books & Media","This is demo product number 714 in the Books & Media category.","423.98","196.50","74","Books & Media","Fiction",""
"DEMO-000715","Demo Product 715 - Electronics","This is demo product number 715 in the Electronics category.","944.50","354.24","351","Electronics","Laptops",""
"DEMO-000716","Demo Product 716 - Clothing","This is demo product number 716 in the Clothing category.","154.58","106.49","239","Clothing","Kids",""
"DEMO-000717","Demo Product 717 - Home & Garden","This is demo product number 717 in the Home & Garden category.","129.97","269.83","901","Home & Garden","Furniture",""
"DEMO-000718","Demo Product 718 - Sports & Outdoors","This is demo product number 718 in the Sports & Outdoors category.","977.13","209.10","674","Sports & Outdoors","Camping",""
"DEMO-000719","Demo Product 719 - Books & Media","This is demo product number 719 in the Books & Media category.","204.16","232.52","978","Books & Media","Educational",""
"DEMO-000720","Demo Product 720 - Electronics","This is demo product number 720 in the Electronics category.","697.59","299.12","121","Electronics","Smartphones",""
"DEMO-000721","Demo Product 721 - Clothing","This is demo product number 721 in the Clothing category.","707.40","177.41","179","Clothing","Women",""
"DEMO-000722","Demo Product 722 - Home & Garden","This is demo product number 722 in the Home & Garden category.","571.20","432.63","506","Home & Garden","Kitchen",""
"DEMO-000723","Demo Product 723 - Sports & Outdoors","This is demo product number 723 in the Sports & Outdoors category.","650.31","77.96","779","Sports & Outdoors","Fitness",""
"DEMO-000724","Demo Product 724 - Books & Media","This is demo product number 724 in the Books & Media category.","896.68","207.32","666","Books & Media","Non-Fiction",""
"DEMO-000725","Demo Product 725 - Electronics","This is demo product number 725 in the Electronics category.","178.66","186.84","227","Electronics","Tablets",""
"DEMO-000726","Demo Product 726 - Clothing","This is demo product number 726 in the Clothing category.","334.98","242.15","951","Clothing","Men",""
"DEMO-000727","Demo Product 727 - Home & Garden","This is demo product number 727 in the Home & Garden category.","921.94","190.83","738","Home & Garden","Decor",""
"DEMO-000728","Demo Product 728 - Sports & Outdoors","This is demo product number 728 in the Sports & Outdoors category.","144.48","39.50","494","Sports & Outdoors","Cycling",""
"DEMO-000729","Demo Product 729 - Books & Media","This is demo product number 729 in the Books & Media category.","301.71","150.85","798","Books & Media","Fiction",""
"DEMO-000730","Demo Product 730 - Electronics","This is demo product number 730 in the Electronics category.","888.45","67.31","793","Electronics","Laptops",""
"DEMO-000731","Demo Product 731 - Clothing","This is demo product number 731 in the Clothing category.","652.75","387.88","27","Clothing","Kids",""
"DEMO-000732","Demo Product 732 - Home & Garden","This is demo product number 732 in the Home & Garden category.","712.98","493.63","949","Home & Garden","Furniture",""
"DEMO-000733","Demo Product 733 - Sports & Outdoors","This is demo product number 733 in the Sports & Outdoors category.","68.11","73.17","105","Sports & Outdoors","Camping",""
"DEMO-000734","Demo Product 734 - Books & Media","This is demo product number 734 in the Books & Media category.","649.38","433.77","999","Books & Media","Educational",""
"DEMO-000735","Demo Product 735 - Electronics","This is demo product number 735 in the Electronics category.","310.30","183.91","739","Electronics","Smartphones",""
"DEMO-000736","Demo Product 736 - Clothing","This is demo product number 736 in the Clothing category.","737.95","249.70","184","Clothing","Women",""
"DEMO-000737","Demo Product 737 - Home & Garden","This is demo product number 737 in the Home & Garden category.","145.74","246.48","135","Home & Garden","Kitchen",""
"DEMO-000738","Demo Product 738 - Sports & Outdoors","This is demo product number 738 in the Sports & Outdoors category.","306.68","135.50","872","Sports & Outdoors","Fitness",""
"DEMO-000739","Demo Product 739 - Books & Media","This is demo product number 739 in the Books & Media category.","603.69","256.01","191","Books & Media","Non-Fiction",""
"DEMO-000740","Demo Product 740 - Electronics","This is demo product number 740 in the Electronics category.","70.12","215.84","856","Electronics","Tablets",""
"DEMO-000741","Demo Product 741 - Clothing","This is demo product number 741 in the Clothing category.","876.10","433.80","871","Clothing","Men",""
"DEMO-000742","Demo Product 742 - Home & Garden","This is demo product number 742 in the Home & Garden category.","99.47","321.73","235","Home & Garden","Decor",""
"DEMO-000743","Demo Product 743 - Sports & Outdoors","This is demo product number 743 in the Sports & Outdoors category.","652.85","310.96","210","Sports & Outdoors","Cycling",""
"DEMO-000744","Demo Product 744 - Books & Media","This is demo product number 744 in the Books & Media category.","247.46","476.15","763","Books & Media","Fiction",""
"DEMO-000745","Demo Product 745 - Electronics","This is demo product number 745 in the Electronics category.","165.33","466.87","67","Electronics","Laptops",""
"DEMO-000746","Demo Product 746 - Clothing","This is demo product number 746 in the Clothing category.","299.19","171.20","259","Clothing","Kids",""
"DEMO-000747","Demo Product 747 - Home & Garden","This is demo product number 747 in the Home & Garden category.","431.06","82.37","999","Home & Garden","Furniture",""
"DEMO-000748","Demo Product 748 - Sports & Outdoors","This is demo product number 748 in the Sports & Outdoors category.","846.02","474.84","355","Sports & Outdoors","Camping",""
"DEMO-000749","Demo Product 749 - Books & Media","This is demo product number 749 in the Books & Media category.","878.49","132.72","510","Books & Media","Educational",""
"DEMO-000750","Demo Product 750 - Electronics","This is demo product number 750 in the Electronics category.","793.31","192.88","221","Electronics","Smartphones",""
"DEMO-000751","Demo Product 751 - Clothing","This is demo product number 751 in the Clothing category.","101.64","171.33","507","Clothing","Women",""
"DEMO-000752","Demo Product 752 - Home & Garden","This is demo product number 752 in the Home & Garden category.","723.71","158.83","640","Home & Garden","Kitchen",""
"DEMO-000753","Demo Product 753 - Sports & Outdoors","This is demo product number 753 in the Sports & Outdoors category.","205.41","24.05","251","Sports & Outdoors","Fitness",""
"DEMO-000754","Demo Product 754 - Books & Media","This is demo product number 754 in the Books & Media category.","935.47","263.25","720","Books & Media","Non-Fiction",""
"DEMO-000755","Demo Product 755 - Electronics","This is demo product number 755 in the Electronics category.","656.16","117.03","599","Electronics","Tablets",""
"DEMO-000756","Demo Product 756 - Clothing","This is demo product number 756 in the Clothing category.","882.68","6.93","950","Clothing","Men",""
"DEMO-000757","Demo Product 757 - Home & Garden","This is demo product number 757 in the Home & Garden category.","274.56","201.66","497","Home & Garden","Decor",""
"DEMO-000758","Demo Product 758 - Sports & Outdoors","This is demo product number 758 in the Sports & Outdoors category.","906.55","174.15","734","Sports & Outdoors","Cycling",""
"DEMO-000759","Demo Product 759 - Books & Media","This is demo product number 759 in the Books & Media category.","684.59","374.54","117","Books & Media","Fiction",""
"DEMO-000760","Demo Product 760 - Electronics","This is demo product number 760 in the Electronics category.","727.13","231.67","16","Electronics","Laptops",""
"DEMO-000761","Demo Product 761 - Clothing","This is demo product number 761 in the Clothing category.","241.08","104.05","786","Clothing","Kids",""
"DEMO-000762","Demo Product 762 - Home & Garden","This is demo product number 762 in the Home & Garden category.","403.18","209.62","883","Home & Garden","Furniture",""
"DEMO-000763","Demo Product 763 - Sports & Outdoors","This is demo product number 763 in the Sports & Outdoors category.","165.32","144.51","232","Sports & Outdoors","Camping",""
"DEMO-000764","Demo Product 764 - Books & Media","This is demo product number 764 in the Books & Media category.","821.03","314.89","208","Books & Media","Educational",""
"DEMO-000765","Demo Product 765 - Electronics","This is demo product number 765 in the Electronics category.","153.32","34.69","260","Electronics","Smartphones",""
"DEMO-000766","Demo Product 766 - Clothing","This is demo product number 766 in the Clothing category.","779.58","214.70","953","Clothing","Women",""
"DEMO-000767","Demo Product 767 - Home & Garden","This is demo product number 767 in the Home & Garden category.","450.50","27.63","460","Home & Garden","Kitchen",""
"DEMO-000768","Demo Product 768 - Sports & Outdoors","This is demo product number 768 in the Sports & Outdoors category.","314.30","343.67","996","Sports & Outdoors","Fitness",""
"DEMO-000769","Demo Product 769 - Books & Media","This is demo product number 769 in the Books & Media category.","348.66","90.20","487","Books & Media","Non-Fiction",""
"DEMO-000770","Demo Product 770 - Electronics","This is demo product number 770 in the Electronics category.","751.06","70.95","839","Electronics","Tablets",""
"DEMO-000771","Demo Product 771 - Clothing","This is demo product number 771 in the Clothing category.","41.97","434.63","669","Clothing","Men",""
"DEMO-000772","Demo Product 772 - Home & Garden","This is demo product number 772 in the Home & Garden category.","541.65","451.29","328","Home & Garden","Decor",""
"DEMO-000773","Demo Product 773 - Sports & Outdoors","This is demo product number 773 in the Sports & Outdoors category.","288.76","39.38","276","Sports & Outdoors","Cycling",""
"DEMO-000774","Demo Product 774 - Books & Media","This is demo product number 774 in the Books & Media category.","278.82","92.50","176","Books & Media","Fiction",""
"DEMO-000775","Demo Product 775 - Electronics","This is demo product number 775 in the Electronics category.","269.45","156.29","907","Electronics","Laptops",""
"DEMO-000776","Demo Product 776 - Clothing","This is demo product number 776 in the Clothing category.","487.93","205.88","230","Clothing","Kids",""
"DEMO-000777","Demo Product 777 - Home & Garden","This is demo product number 777 in the Home & Garden category.","642.77","49.08","130","Home & Garden","Furniture",""
"DEMO-000778","Demo Product 778 - Sports & Outdoors","This is demo product number 778 in the Sports & Outdoors category.","158.79","21.65","28","Sports & Outdoors","Camping",""
"DEMO-000779","Demo Product 779 - Books & Media","This is demo product number 779 in the Books & Media category.","398.26","387.84","244","Books & Media","Educational",""
"DEMO-000780","Demo Product 780 - Electronics","This is demo product number 780 in the Electronics category.","145.70","429.79","155","Electronics","Smartphones",""
"DEMO-000781","Demo Product 781 - Clothing","This is demo product number 781 in the Clothing category.","242.01","282.06","736","Clothing","Women",""
"DEMO-000782","Demo Product 782 - Home & Garden","This is demo product number 782 in the Home & Garden category.","13.30","429.24","49","Home & Garden","Kitchen",""
"DEMO-000783","Demo Product 783 - Sports & Outdoors","This is demo product number 783 in the Sports & Outdoors category.","241.50","14.40","981","Sports & Outdoors","Fitness",""
"DEMO-000784","Demo Product 784 - Books & Media","This is demo product number 784 in the Books & Media category.","37.14","476.16","198","Books & Media","Non-Fiction",""
"DEMO-000785","Demo Product 785 - Electronics","This is demo product number 785 in the Electronics category.","637.04","338.20","492","Electronics","Tablets",""
"DEMO-000786","Demo Product 786 - Clothing","This is demo product number 786 in the Clothing category.","961.04","295.86","422","Clothing","Men",""
"DEMO-000787","Demo Product 787 - Home & Garden","This is demo product number 787 in the Home & Garden category.","767.94","498.45","144","Home & Garden","Decor",""
"DEMO-000788","Demo Product 788 - Sports & Outdoors","This is demo product number 788 in the Sports & Outdoors category.","526.27","308.19","722","Sports & Outdoors","Cycling",""
"DEMO-000789","Demo Product 789 - Books & Media","This is demo product number 789 in the Books & Media category.","662.06","164.63","488","Books & Media","Fiction",""
"DEMO-000790","Demo Product 790 - Electronics","This is demo product number 790 in the Electronics category.","137.08","477.95","835","Electronics","Laptops",""
"DEMO-000791","Demo Product 791 - Clothing","This is demo product number 791 in the Clothing category.","547.39","141.39","332","Clothing","Kids",""
"DEMO-000792","Demo Product 792 - Home & Garden","This is demo product number 792 in the Home & Garden category.","553.63","323.69","130","Home & Garden","Furniture",""
"DEMO-000793","Demo Product 793 - Sports & Outdoors","This is demo product number 793 in the Sports & Outdoors category.","10.83","237.39","108","Sports & Outdoors","Camping",""
"DEMO-000794","Demo Product 794 - Books & Media","This is demo product number 794 in the Books & Media category.","159.62","117.04","400","Books & Media","Educational",""
"DEMO-000795","Demo Product 795 - Electronics","This is demo product number 795 in the Electronics category.","244.91","141.99","885","Electronics","Smartphones",""
"DEMO-000796","Demo Product 796 - Clothing","This is demo product number 796 in the Clothing category.","697.71","91.10","792","Clothing","Women",""
"DEMO-000797","Demo Product 797 - Home & Garden","This is demo product number 797 in the Home & Garden category.","784.04","141.11","617","Home & Garden","Kitchen",""
"DEMO-000798","Demo Product 798 - Sports & Outdoors","This is demo product number 798 in the Sports & Outdoors category.","516.22","139.13","354","Sports & Outdoors","Fitness",""
"DEMO-000799","Demo Product 799 - Books & Media","This is demo product number 799 in the Books & Media category.","291.64","55.24","11","Books & Media","Non-Fiction",""
"DEMO-000800","Demo Product 800 - Electronics","This is demo product number 800 in the Electronics category.","980.30","270.66","417","Electronics","Tablets",""
"DEMO-000801","Demo Product 801 - Clothing","This is demo product number 801 in the Clothing category.","440.80","226.72","575","Clothing","Men",""
"DEMO-000802","Demo Product 802 - Home & Garden","This is demo product number 802 in the Home & Garden category.","624.18","99.01","409","Home & Garden","Decor",""
"DEMO-000803","Demo Product 803 - Sports & Outdoors","This is demo product number 803 in the Sports & Outdoors category.","114.42","307.27","665","Sports & Outdoors","Cycling",""
"DEMO-000804","Demo Product 804 - Books & Media","This is demo product number 804 in the Books & Media category.","1007.85","101.59","42","Books & Media","Fiction",""
"DEMO-000805","Demo Product 805 - Electronics","This is demo product number 805 in the Electronics category.","863.53","239.48","564","Electronics","Laptops",""
"DEMO-000806","Demo Product 806 - Clothing","This is demo product number 806 in the Clothing category.","692.91","259.27","865","Clothing","Kids",""
"DEMO-000807","Demo Product 807 - Home & Garden","This is demo product number 807 in the Home & Garden category.","130.77","163.25","49","Home & Garden","Furniture",""
"DEMO-000808","Demo Product 808 - Sports & Outdoors","This is demo product number 808 in the Sports & Outdoors category.","713.06","29.57","263","Sports & Outdoors","Camping",""
"DEMO-000809","Demo Product 809 - Books & Media","This is demo product number 809 in the Books & Media category.","753.03","160.64","625","Books & Media","Educational",""
"DEMO-000810","Demo Product 810 - Electronics","This is demo product number 810 in the Electronics category.","415.26","346.04","244","Electronics","Smartphones",""
"DEMO-000811","Demo Product 811 - Clothing","This is demo product number 811 in the Clothing category.","905.50","333.69","991","Clothing","Women",""
"DEMO-000812","Demo Product 812 - Home & Garden","This is demo product number 812 in the Home & Garden category.","674.76","390.75","511","Home & Garden","Kitchen",""
"DEMO-000813","Demo Product 813 - Sports & Outdoors","This is demo product number 813 in the Sports & Outdoors category.","271.48","270.86","353","Sports & Outdoors","Fitness",""
"DEMO-000814","Demo Product 814 - Books & Media","This is demo product number 814 in the Books & Media category.","711.44","210.83","544","Books & Media","Non-Fiction",""
"DEMO-000815","Demo Product 815 - Electronics","This is demo product number 815 in the Electronics category.","679.23","410.23","439","Electronics","Tablets",""
"DEMO-000816","Demo Product 816 - Clothing","This is demo product number 816 in the Clothing category.","996.89","151.93","652","Clothing","Men",""
"DEMO-000817","Demo Product 817 - Home & Garden","This is demo product number 817 in the Home & Garden category.","783.47","428.56","603","Home & Garden","Decor",""
"DEMO-000818","Demo Product 818 - Sports & Outdoors","This is demo product number 818 in the Sports & Outdoors category.","753.17","268.29","21","Sports & Outdoors","Cycling",""
"DEMO-000819","Demo Product 819 - Books & Media","This is demo product number 819 in the Books & Media category.","617.53","389.28","83","Books & Media","Fiction",""
"DEMO-000820","Demo Product 820 - Electronics","This is demo product number 820 in the Electronics category.","574.26","443.52","690","Electronics","Laptops",""
"DEMO-000821","Demo Product 821 - Clothing","This is demo product number 821 in the Clothing category.","205.58","454.25","495","Clothing","Kids",""
"DEMO-000822","Demo Product 822 - Home & Garden","This is demo product number 822 in the Home & Garden category.","755.83","139.95","77","Home & Garden","Furniture",""
"DEMO-000823","Demo Product 823 - Sports & Outdoors","This is demo product number 823 in the Sports & Outdoors category.","506.81","181.44","930","Sports & Outdoors","Camping",""
